city_ascii,province_id,lat,lng,postal
Norwich,ON,42.9833,-80.6,N4S N4G N0J
Meaford,ON,44.58,-80.73,N4K N4L N0H
Adjala-Tosorontio,ON,44.1333,-79.9333,L0N L0M L0G L9R
Hamilton Township,ON,44.054,-78.2164,K9A K0K K0L
Stratford,PE,46.2167,-63.0893,C1B
Estevan,SK,49.1392,-102.9861,S4A
South Dundas,ON,44.9167,-75.2667,K0C K0E
Lambton Shores,ON,43.1833,-81.9,N0M N0N
North Dumfries,ON,43.32,-80.38,N0B N1R
Martensville,SK,52.2897,-106.6667,S0K
Mapleton,ON,43.7358,-80.6681,N0G N0B
Rawdon,QC,46.05,-73.7167,J0K
Morinville,AB,53.8022,-113.6497,T8R
Blackfalds,AB,52.3833,-113.8,T0M T4M
Chester,NS,44.65,-64.3,B0J
Queens,NS,44.0333,-64.7167,B0T
Selkirk,MB,50.1436,-96.8839,R1A
Saint-Felicien,QC,48.65,-72.45,G8K
Roberval,QC,48.52,-72.23,G8H
Rideau Lakes,ON,44.6667,-76.2167,K7A K0E K0G
Sechelt,BC,49.4742,-123.7542,V0N
Bois-des-Filion,QC,45.6667,-73.75,J6Z
North Glengarry,ON,45.3333,-74.7333,K0B K0C
South Huron,ON,43.32,-81.5,N0M N0K
Marieville,QC,45.4333,-73.1667,J3M
Penetanguishene,ON,44.7667,-79.9333,L9M
Tay,ON,44.7167,-79.7667,L0K L4R
Castlegar,BC,49.3256,-117.6661,V1N
Cavan Monaghan,ON,44.2,-78.4667,L0A K0L
Morden,MB,49.1919,-98.1006,R6M
Temiskaming Shores,ON,47.5167,-79.6833,P0J
Hinton,AB,53.4114,-117.5639,T7V
Saint-Sauveur,QC,45.9,-74.17,J0R
Grey Highlands,ON,44.3333,-80.5,N4L N0C
East St. Paul,MB,49.9772,-97.0103,R2E
Stoneham-et-Tewkesbury,QC,47.1667,-71.4333,G3C
Alfred and Plantagenet,ON,45.5667,-74.9167,K0B
Mont-Tremblant,QC,46.1167,-74.6,J8E
Saint-Zotique,QC,45.25,-74.25,J0P
Saint-Raymond,QC,46.9,-71.8333,G3L
Gibsons,BC,49.4028,-123.5036,V0N
Amherst,NS,45.8167,-64.2167,B4H
Elizabethtown-Kitley,ON,44.7,-75.8833,K6V K6T K0E K0G
Smiths Falls,ON,44.9,-76.0167,K7A
Lorraine,QC,45.6833,-73.7833,J6Z
Ramara,ON,44.6333,-79.2167,L0K L3V
Notre-Dame-des-Prairies,QC,46.05,-73.4333,J6E
Leeds and the Thousand Islands,ON,44.45,-76.08,K7G K0E
Brockton,ON,44.1667,-81.2167,N0G
Laurentian Valley,ON,45.7681,-77.2239,K8A K8B
Mono,ON,44.0167,-80.0667,L9V L9W
Sainte-Julienne,QC,45.97,-73.72,J0K
Qualicum Beach,BC,49.35,-124.4333,V9K
Malahide,ON,42.7928,-80.9361,N5H N0L
Oromocto,NB,45.8488,-66.4788,E2V
Whitecourt,AB,54.1417,-115.6833,T7S
Olds,AB,51.7928,-114.1067,T4H
Huron East,ON,43.63,-81.28,N4W N0M N0K N0G
Beckwith,ON,45.0833,-76.0667,K7A K7C K0A
Labrador City,NL,52.95,-66.9167,A2V
Shelburne,ON,44.0833,-80.2,L9V
Stanley,MB,49.1331,-98.0656,R6M R6W
Taber,AB,49.7847,-112.1508,T1G
Donnacona,QC,46.6747,-71.7294,G3M
Corman Park No. 344,SK,52.2291,-106.8002,S0K S7K S7P S7T
L'Epiphanie,QC,45.8482664184978,-73.506054079174,J5X
West Perth,ON,43.47,-81.2,N0K
Campbellton,NB,48.005,-66.6731,E3N
Bridgewater,NS,44.37,-64.52,B4V
Coaldale,AB,49.7333,-112.6167,T1M
Pont-Rouge,QC,46.75,-71.7,G3H
Champlain,ON,45.5333,-74.65,K6A K0B
Coaticook,QC,45.1333,-71.8,J1A
Minto,ON,43.9167,-80.8667,N0G
La Peche,QC,45.6833,-75.9833,J0X
Shediac,NB,46.2167,-64.5333,E4P
Otterburn Park,QC,45.5333,-73.2167,J3H
Sainte-Brigitte-de-Laval,QC,47.0,-71.2,G0A
Sainte-Catherine-de-la-Jacques-Cartier,QC,46.85,-71.6167,G3N
South Bruce Peninsula,ON,44.7333,-81.2,N0H
Portugal Cove-St. Philip's,NL,47.6272,-52.8506,A1M
Edson,AB,53.5817,-116.4344,T7E
Renfrew,ON,45.4717,-76.6831,K7V
Farnham,QC,45.2833,-72.9833,J2N
Delson,QC,45.37,-73.55,J5B
Plympton-Wyoming,ON,43.0167,-82.0833,N0N
Banff,AB,51.1781,-115.5719,T1L
Kapuskasing,ON,49.4167,-82.4333,P5N
La Malbaie,QC,47.65,-70.15,G5A
Boischatel,QC,46.9,-71.15,G0A
Beauport,QC,46.9667,-71.3,G3B
Zorra,ON,43.15,-80.95,N5C N0M N0J
Kitimat,BC,54.0,-128.7,V8C
Macdonald,MB,49.6725,-97.4472,R4G R0G
Happy Valley,NL,53.3396,-60.4467,A0P
Saint-Hippolyte,QC,45.93,-74.02,J8A
Dauphin,MB,51.1992,-100.0633,R7N
Church Point,NS,44.3333,-66.1167,B0W
Old Chelsea,QC,45.5,-75.7833,J9B
Drumheller,AB,51.4636,-112.7194,T0J
Kirkland Lake,ON,48.15,-80.0333,P0K P2N
Aylmer,ON,42.7667,-80.9833,N5H
Saint-Apollinaire,QC,46.6167,-71.5167,G0S
Puslinch,ON,43.45,-80.1667,N3C N0B N1H
Argyle,NS,43.8,-65.85,B0W
Torbay,NL,47.65,-52.7333,A1K
Yarmouth,NS,43.8361,-66.1175,B5A
Innisfail,AB,52.0333,-113.95,T4G
Nicolet,QC,46.2167,-72.6167,J3T
Rockwood,MB,50.2856,-97.2869,R0C
Drummond/North Elmsley,ON,44.9667,-76.2,K7A K7C K7H K0G
Contrecoeur,QC,45.85,-73.2333,J0L
Hanover,ON,44.15,-81.0333,N4N
Dryden,ON,49.7833,-92.8333,P8N
Iqaluit,NU,63.7598,-68.5107,X0A
Fort Frances,ON,48.6167,-93.4,P9A
Goderich,ON,43.7333,-81.7,N7A
La Sarre,QC,48.8,-79.2,J9Z
Chandler,QC,48.35,-64.6833,G0C
Stone Mills,ON,44.45,-76.9167,K0K
South-West Oxford,ON,42.95,-80.8,N4S N4G N5C N0L N0J
Acton Vale,QC,45.65,-72.5667,J0H
Douro-Dummer,ON,44.45,-78.1,K9J K0L
Saint-Philippe,QC,45.35,-73.47,J0L
McNab/Braeside,ON,45.45,-76.5,K7S K7V K0A
Central Huron,ON,43.63,-81.57,N0M N7A
Rigaud,QC,45.4833,-74.3,J0P
Louiseville,QC,46.25,-72.95,J5V
Chibougamau,QC,49.9167,-74.3667,G8P
Coteau-du-Lac,QC,45.3,-74.18,J0P
Ritchot,MB,49.6647,-97.1167,R5A R0A R0G
Kimberley,BC,49.6697,-115.9775,V1A
Blandford-Blenheim,ON,43.2333,-80.6,N0J
Bayham,ON,42.7333,-80.7833,N5H N0J
Augusta,ON,44.7511,-75.6003,K6V K0E K0G
Stephenville,NL,48.55,-58.5667,A2N
The Pas,MB,53.825,-101.2533,R9A R0B
St. Marys,ON,43.2583,-81.1333,N4X
Saint-Remi,QC,45.2667,-73.6167,J0L
Drayton Valley,AB,53.2222,-114.9769,T7A
Ponoka,AB,52.6833,-113.5667,T4J
Southgate,ON,44.1,-80.5833,N0G N0C
Les Cedres,QC,45.3,-74.05,J7T
Baie-Saint-Paul,QC,47.45,-70.5,G3Z
Merritt,BC,50.1128,-120.7897,V1K
Bluewater,ON,43.45,-81.6,N0M
East Zorra-Tavistock,ON,43.2333,-80.7833,N4S N0J N0B
Brownsburg,QC,45.6703,-74.4467,J8G
Asbestos,QC,45.7667,-71.9333,J1T
Otonabee-South Monaghan,ON,44.2333,-78.2333,K9J K0L
Huron-Kinloss,ON,44.05,-81.5333,N2Z N0G
Hampstead,QC,45.4833,-73.6333,H3X
Saint-Joseph-du-Lac,QC,45.5333,-74.0,J0N
Plessisville,QC,46.2167,-71.7833,G6L
The Blue Mountains,ON,44.4833,-80.3833,L9Y N0H
Whitewater Region,ON,45.7167,-76.8333,K0J
Edwardsburgh/Cardinal,ON,44.8333,-75.5,K0E
Sainte-Anne-des-Monts,QC,49.1333,-66.5,G4V
Bay Roberts,NL,47.5847,-53.2783,A0A
Wainfleet,ON,42.925,-79.375,L0S L0R L3B L3K
North Stormont,ON,45.2167,-75.0,K0A K0C
Alnwick/Haldimand,ON,44.0833,-78.0333,K9A K0K
Peace River,AB,56.2339,-117.2897,T8S
Saint-Lambert-de-Lauzon,QC,46.5865,-71.2271,G0S
Arran-Elderslie,ON,44.4,-81.2,N0H N0G
Parry Sound,ON,45.3333,-80.0333,P2A
Val-Shefford,QC,45.35,-72.5667,J2M
West St. Paul,MB,50.0119,-97.115,R4A R2V
Slave Lake,AB,55.2853,-114.7706,T0G
Port-Cartier,QC,50.0333,-66.8667,G5B G0H
Barrington,NS,43.5646,-65.5639,B0W
Rocky Mountain House,AB,52.3753,-114.9217,T4T
Muskoka Falls,ON,45.1264,-79.558,P0C P0B P1L P1P
Cornwall,PE,46.2407,-63.2009,C0A
Saint-Paul,QC,45.9833,-73.45,J0K
Devon,AB,53.3633,-113.7322,T9G
Perth,ON,44.9,-76.25,K7H
Wainwright,AB,52.8333,-110.8667,T9W
Shannon,QC,46.8833,-71.5167,G3S
Saint-Honore,QC,48.5333,-71.0833,G0V
Beaubassin East / Beaubassin-est,NB,46.1726,-64.3122,E4P E4N
Bonnyville,AB,54.2667,-110.75,T9N
Cramahe,ON,44.0833,-77.8833,K0K
Beauceville,QC,46.2,-70.7833,G5X
North Middlesex,ON,43.15,-81.6333,N0M
Beaupre,QC,47.05,-70.9,G0A
Charlemagne,QC,45.7167,-73.4833,J5Z
Kent,BC,49.2833,-121.75,V0M
Clarenville,NL,48.1566,-53.965,A5A
Mont-Joli,QC,48.58,-68.18,G5H
Pointe-Calumet,QC,45.5,-73.97,J0N
Dysart et al,ON,45.2042,-78.4047,K0L K0M
Carbonear,NL,47.7375,-53.2294,A1Y
Hope,BC,49.3858,-121.4419,V0X
Pontiac,QC,45.5833,-76.1333,J0X
L'Ange-Gardien,QC,45.5833,-75.45,J8L
Hindon Hill,ON,44.9333,-78.7333,K0M
La Broquerie,MB,49.3994,-96.5103,R0A
Tweed,ON,44.6,-77.3333,K0K
Oliver Paipoonge,ON,48.39,-89.52,P0T P7G P7J P7K
Saint-Felix-de-Valois,QC,46.17,-73.43,J0K
Melfort,SK,52.8564,-104.61,S0E
Stettler,AB,52.3236,-112.7192,T0C
Niverville,MB,49.6056,-97.0417,R0A
McMasterville,QC,45.55,-73.2333,J3G
Douglas,NB,46.2819,-66.942,E6L E6B E3G
Saint-Calixte,QC,45.95,-73.85,J0K
Lac-Megantic,QC,45.5833,-70.8833,G6B
Humboldt,SK,52.2019,-105.1231,S0K
St. Paul,AB,53.9928,-111.2972,T0A
Saint-Henri,QC,46.7,-71.0667,G0R
Peachland,BC,49.7736,-119.7369,V0H
Vercheres,QC,45.7833,-73.35,J0L
Richelieu,QC,45.45,-73.25,J3L
Petrolia,ON,42.8833,-82.1417,N0N
Southwest Middlesex,ON,42.75,-81.7,N0L
Front of Yonge,ON,44.5333,-75.8667,K0E
Oliver,BC,49.1844,-119.55,V0H
Vegreville,AB,53.4928,-112.0522,T9C
Princeville,QC,46.1667,-71.8833,G6L
Saint-Cesaire,QC,45.4167,-73.0,J0L
Tay Valley,ON,44.8667,-76.3833,K7H K0G K0H
South Bruce,ON,44.0333,-81.2,N0G
Antigonish,NS,45.6167,-61.9833,B2G
Crowsnest Pass,AB,49.5955,-114.5136,T0K
Redcliff,AB,50.0792,-110.7783,T0J
Val-David,QC,46.03,-74.22,J0T
Fernie,BC,49.5042,-115.0628,V0B
Windsor,NS,44.9803,-64.1292,
Notre-Dame-du-Mont-Carmel,QC,46.4833,-72.65,G0X
Sainte-Martine,QC,45.25,-73.8,J0S
Creston,BC,49.09,-116.51,V0B
Saint-Roch-de-l'Achigan,QC,45.85,-73.6,J0K
Sussex,NB,45.7167,-65.5167,E5P E4E
Saint-Pie,QC,45.5,-72.9,J0H
Ashfield-Colborne-Wawanosh,ON,43.8667,-81.6,N0M N0G N7A
Trent Lakes,ON,44.6667,-78.4333,K0L K0M
Northern Rockies,BC,59.0,-123.75,V0C
Gananoque,ON,44.33,-76.17,K7G
Windsor,QC,45.5667,-72.0,J1S
Smithers,BC,54.7819,-127.1681,V0J
Tracadie,NB,47.5143142815185,-64.918859562748,E1X
Meadow Lake,SK,54.1242,-108.4358,S9X
Lanark Highlands,ON,45.088,-76.517,K0A K0G
Sackville,NB,45.9,-64.3667,E4L
Grand Falls,NB,47.0344,-67.7394,E3Z
Armstrong,BC,50.4483,-119.1961,V0E
Cochrane,ON,49.0667,-81.0167,P0L
La Ronge,SK,55.1,-105.3,S0J
Marystown,NL,47.1667,-55.1667,A0E
Sioux Lookout,ON,50.1,-91.9167,P0V P8T
Didsbury,AB,51.6658,-114.1311,T0M
Deer Lake,NL,49.1744,-57.4269,A8A
Woodstock,NB,46.1522,-67.5983,E7M
Flin Flon,SK,54.7667,-101.8778,S0P
Brokenhead,MB,50.1428,-96.5319,R0E
Burton,NB,45.8009,-66.4066,E2V
Montreal-Ouest,QC,45.4536,-73.6472,H4X
Spallumcheen,BC,50.4462,-119.2121,V0E
Westlock,AB,54.1522,-113.8511,T7P
Temiscouata-sur-le-Lac,QC,47.68,-68.88,G0L
Osoyoos,BC,49.0325,-119.4661,V0H
Saint Marys,NB,46.1748,-66.4897,E6C E3A
Hearst,ON,49.6869,-83.6544,P0L
Metchosin,BC,48.3819,-123.5378,V9C
Wolfville,NS,45.0833,-64.3667,B4P
Breslau,ON,43.4816,-80.408,N0B
Stonewall,MB,50.1344,-97.3261,R0C
Memramcook,NB,46.0,-64.55,E4K
Sainte-Anne-de-Bellevue,QC,45.4039,-73.9525,H9X
Stirling-Rawdon,ON,44.3667,-77.5917,K0K
Mont-Orford,QC,45.3661,-72.1838,J1X
Ste. Anne,MB,49.6186,-96.5708,R5H R5G R0A R0E
Espanola,ON,46.25,-81.7667,P5E
West Elgin,ON,42.5833,-81.6667,N0L
Flin Flon (Part),MB,54.7712,-101.8419,R8A
Grand Bay-Westfield,NB,45.3608,-66.2415,E5K
East Ferris,ON,46.2667,-79.3,P0H
Neepawa,MB,50.2289,-99.4656,R0J
North Huron,ON,43.83,-81.42,N0G
Saint-Germain-de-Grantham,QC,45.8333,-72.5667,J0C
Saint-Cyrille-de-Wendover,QC,45.9333,-72.4333,J1Z
Chisasibi,QC,53.6645,-78.7938,J0M
Southwold,ON,42.75,-81.3167,N5P N5L N0L
Chertsey,QC,46.17,-73.92,J0K
Shippagan,NB,47.8557,-64.6012,E8T E8S
Lanoraie,QC,45.9667,-73.2167,J0K
Centre Hastings,ON,44.4167,-77.4417,K0K
Coverdale,NB,46.0003,-64.8859,E1J E4J
Warwick,QC,45.95,-71.9833,J0A
Hanwell,NB,45.8681,-66.7947,E3E E3C E3B
Napierville,QC,45.1833,-73.4,J0J
Waterloo,QC,45.35,-72.5167,J0E
Saint-Joseph-de-Beauce,QC,46.3,-70.8833,G0S
White City,SK,50.4353,-104.3572,S4L
Lucan Biddulph,ON,43.2,-81.3833,N0M
Berthierville,QC,46.0833,-73.1833,J0K
Riviere-Rouge,QC,46.4167,-74.8667,J0T
Greenstone,ON,50.0,-86.7333,P0T
Kindersley,SK,51.4678,-109.1567,S0L
Saint-Denis-de-Brompton,QC,45.45,-72.0833,J0B
Jasper,AB,52.9013,-118.1312,T0E
Barrhead,AB,54.1167,-114.4,T7N
Melville,SK,50.9306,-102.8078,S0A
Amqui,QC,48.4667,-67.4333,G5J
Saint-Mathias-sur-Richelieu,QC,45.4667,-73.2667,J3L
Tyendinaga,ON,44.3,-77.2,K0K
Iroquois Falls,ON,48.7667,-80.6667,P0K
Havelock-Belmont-Methuen,ON,44.5667,-77.9,K0L
Cornwallis,MB,49.7981,-99.8481,R7A R0K
Saint-Boniface,QC,46.5,-72.8167,G0X
Westbank,BC,49.8423,-119.6743,V4T
Edenwold No. 158,SK,50.5166,-104.3451,S0G S4L
Cumberland,BC,49.6206,-125.0261,V0R
Goulds,NL,47.4517,-52.7647,A1S
Vanderhoof,BC,54.0143,-124.0089,V0J
Chateau-Richer,QC,46.9667,-71.0167,G0A
Saint Stephen,NB,45.2,-67.2833,E3L
Nipawin,SK,53.3572,-104.0192,S0E
Battleford,SK,52.7383,-108.3153,S0M
Hampton,NB,45.5251491193206,-65.8425461391407,E5N
Montreal-Est,QC,45.63,-73.52,H1L H1B
Central Frontenac,ON,44.7167,-76.8,K0H
Saint-Antonin,QC,47.7667,-69.4833,G0L
Saint-Jean-de-Matha,QC,46.23,-73.53,J0K
Headingley,MB,49.8681,-97.3908,R4H R4J
Seguin,ON,45.2882,-79.8116,P0C P2A
Beresford,NB,47.6992725956168,-65.705074842192,E8K
La Pocatiere,QC,47.3667,-70.0333,G0R
Bowen Island,BC,49.3833,-123.3833,V0N
Caraquet,NB,47.7853,-64.9592,E1W
Altona,MB,49.1044,-97.5625,R0G
Roxton Pond,QC,45.4833,-72.6667,J0E
Saint-Etienne-des-Gres,QC,46.4333,-72.7667,G0X
Grand Forks,BC,49.0333,-118.44,V0H
New Maryland,NB,45.8911,-66.6847,E3C
Port Hardy,BC,50.7225,-127.4928,V0N
Saint-Donat,QC,46.3167,-74.2167,J0T
Madawaska Valley,ON,45.5,-77.6667,K0J
Deep River,ON,46.1,-77.4917,K0J
Asphodel-Norwood,ON,44.3531,-78.0183,K0L
Red Lake,ON,51.0333,-93.8333,P0V
Metabetchouan-Lac-a-la-Croix,QC,48.4333,-71.8667,G8G
Maniwaki,QC,46.375,-75.9667,J9E
Vermilion,AB,53.3542,-110.8528,T9X
Hastings Highlands,ON,45.2333,-77.9333,K0L
Prescott,ON,44.7167,-75.5167,K0E
Carstairs,AB,51.5619,-114.0953,T0M
Danville,QC,45.7833,-72.0167,J0A J1T
Channel-Port aux Basques,NL,47.5694,-59.1361,A0M
Lac-Etchemin,QC,46.4,-70.5,G0R
Saint-Jacques,QC,45.95,-73.5667,J0K
Swan River,MB,52.1058,-101.2667,R0L
Stellarton,NS,45.5567,-62.66,B0K
Northern Bruce Peninsula,ON,45.08,-81.38,N0H
L'Islet-sur-Mer,QC,47.1,-70.35,G0R
Carleton-sur-Mer,QC,48.1,-66.1333,G0C
Sparwood,BC,49.7331,-114.8853,V0B
Casselman,ON,45.3,-75.0833,K0A
Oka,QC,45.47,-74.08,J0N
Callander,ON,46.1781,-79.4125,P0H
Amaranth,ON,43.9833,-80.2333,L9V L9W
Marmora and Lake,ON,44.6425,-77.7372,K0K K0L
Raymond,AB,49.4658,-112.6508,T0K
Morin-Heights,QC,45.9,-74.25,J0R
Dundas,NB,46.3155,-64.6947,E4R E4V
Simonds,NB,45.3145,-65.803,E2S
Crabtree,QC,45.9667,-73.4667,J0K
Bancroft,ON,45.05,-77.85,K0L
Saint-Tite,QC,46.7333,-72.5667,G0X
Howick,ON,43.9,-81.07,N0G
Dutton/Dunwich,ON,42.6667,-81.5,N0L
New Richmond,QC,48.1667,-65.8667,G0C
Perth South,ON,43.3,-81.15,N4X N5A N0K
Claresholm,AB,50.0194,-113.5783,T0L
Baie-d'Urfe,QC,45.4167,-73.9167,H9X
Montague,ON,44.9667,-75.9667,K7A K0G
Saint-Andre-Avellin,QC,45.7167,-75.0667,J0V
Saint-Ambroise-de-Kildare,QC,46.0833,-73.55,J0K
East Angus,QC,45.4833,-71.6667,J0B
Rossland,BC,49.0786,-117.7992,V0G
Mackenzie,BC,55.3381,-123.0944,V0J
Golden,BC,51.3019,-116.9667,V0A
Saint-Adolphe-d'Howard,QC,45.97,-74.33,J0T
Warwick,ON,43.0,-81.8917,N0M N0N
Bonnechere Valley,ON,45.5333,-77.1,K0J
Pincher Creek,AB,49.4861,-113.95,T0K
Alnwick,NB,47.2656,-65.2292,E1V E9G E9H
Saint-Prosper,QC,46.2167,-70.4833,G0M
Crossfield,AB,51.4333,-114.0333,T0M
Ormstown,QC,45.13,-74.0,J0S
Cardston,AB,49.2025,-113.3019,T0K
De Salaberry,MB,49.4403,-96.9844,R0A
Grande Cache,AB,53.8773,-119.1199,
Saint-Agapit,QC,46.5667,-71.4333,G0S
Fruitvale,BC,49.0986937703863,-117.563382142451,V0G
Saint-Ambroise,QC,48.55,-71.3333,G7P
Westville,NS,45.55,-62.7,B0K
Hay River,NT,60.7531,-115.9004,X0E
Pasadena,NL,49.0161,-57.605,A0L
Mistissini,QC,50.5707,-73.6829,G0W J0Y
Studholm,NB,45.8133,-65.5747,E5P E4G
Lorette,MB,49.7414,-96.8761,R5K
Saint-Faustin--Lac-Carre,QC,46.0813,-74.4668,J0T
Morris-Turnberry,ON,43.85,-81.25,N0G
Placentia,NL,47.2458,-53.9611,A0B
Saint-Pascal,QC,47.5333,-69.8,G0L
Mulmur,ON,44.1917,-80.1083,L9V
Blind River,ON,46.1833,-82.95,P0R
Dunham,QC,45.1333,-72.8,J0E
High Level,AB,58.5169,-117.1361,T0H
Havre-Saint-Pierre,QC,50.2333,-63.6,G0G
Saint-Anselme,QC,46.6333,-70.9667,G0R
Trois-Pistoles,QC,48.12,-69.18,G0L
Grande-Riviere,QC,48.4,-64.5,G0C
Malartic,QC,48.1333,-78.1333,J0Y
Bonavista,NL,48.6597,-53.1208,A0C
Prince Albert No. 461,SK,53.1089,-105.6574,S6V
Saint-Maurice,QC,46.4667,-72.5333,G0X
Killarney - Turtle Mountain,MB,49.1775,-99.6906,R0K
Woodlands,MB,50.2408,-97.7358,R0C
Lewisporte,NL,49.23,-55.07,A0G
Invermere,BC,50.5083,-116.0303,V0A
Bifrost-Riverton,MB,51.0603,-97.1436,R0C
Ascot Corner,QC,45.45,-71.7667,J0B
Cartier,MB,49.9161,-97.7,R4K R0H
Fossambault-sur-le-Lac,QC,46.8667,-71.6167,G3N
Sainte-Anne-des-Lacs,QC,45.85,-74.1333,J0R
Saint-Sulpice,QC,45.8333,-73.35,J5W
Penhold,AB,52.1333,-113.8667,T0M
Powassan,ON,46.0825,-79.3619,P0H
Highlands East,ON,44.9667,-78.25,K0L K0M
Saint-Alphonse-de-Granby,QC,45.3333,-72.8167,J0E
Sainte-Claire,QC,46.6,-70.8667,G0R
Bright,NB,46.1205,-67.0545,E6L E6E
Ellison,BC,49.9646,-119.3178,V1X V1P
Perce,QC,48.5333,-64.2167,G0C
Saint-Jean-Port-Joli,QC,47.2167,-70.2667,G0R
East Hawkesbury,ON,45.5167,-74.4667,K6A K0B
Buckland No. 491,SK,53.3276,-105.7804,S0J S6V
Saint-Andre-d'Argenteuil,QC,45.5667,-74.3333,J0V
Saint-Come--Liniere,QC,46.0667,-70.5167,G0M
Marathon,ON,48.75,-86.3667,P0T
Forestville,QC,48.7333,-69.0833,G0T
Compton,QC,45.2333,-71.8167,J0B
Shuniah,ON,48.5833,-88.8333,P0T P7A
Inuvik,NT,68.3407,-133.6096,X0E
Richmond,QC,45.6667,-72.15,J0B
Lake Cowichan,BC,48.8258,-124.0542,V0R
Saint-Gabriel-de-Valcartier,QC,46.9333,-71.4667,G0A G3S
Gibbons,AB,53.8278,-113.3228,T0A
Sables-Spanish Rivers,ON,46.2333,-82.0,P0P
Hillsburg-Roblin-Shell River,MB,51.3343,-101.2929,R0L
Port Hawkesbury,NS,45.6153,-61.3642,B9A
Three Hills,AB,51.7072,-113.2647,T0M
Kingston,NB,45.4663,-66.0217,E5N E5S
Paspebiac,QC,48.0333,-65.25,G0C
Saint-Thomas,QC,46.0167,-73.35,J0K
